english_name,arabic_name,meaning,gender
Sahbi,صاحبي,"Sahbi is an Arabic name for boys that means friend, companion.",male
Saheed,زهيد,"Lucky, Blissful",male
Saheer,سهير,"Saheer is an Arabic name for boys that means one who takes care of someone, especially one who stays up at night to take care of a child or sick person.",male
Saheim,سحيم,Warrior,male
Sahel,سهل,One who shows way/path,male
Saher,ساهر,Magician,male
Sahhah,ساحة,"Sahhah is an Arabic name for boys that means whole, flawless, faultless.",male
Sahi,صحي,"Sahi is an Arabic name for boys that means wakeful, awake, vigilant, sober.",male
Sahib,صاحب,"Companion, freind.",male
Sahil,ساحل,"River bank, coast, Guide",male
Subail,سبيل,"Subail is an Arabic name for boys and less commonly for girls that means pouring rain. It also means ear, spike, the part of a cereal plant (like corn) from which the seeds come out.",female
Subayah,صبيح,"Handsome, Comely.",female
Subaytah,سبيتة,Brave.,female
Subbiha,صبيحة,"Clean, tidy",female
Subbooh,لاريب,Without a doubt,female
Subh,صوبه,"Morning, dawn",female
Subhaan,سبحان,Praising Allah,female
Subhah,صبحه,in the morning,female
Subhana,سبحان,"Pure, chaste, fine, nice, good.",female
Subhiyah,صبحيه,of the morning,female
Subuhi,صبحي,The cold breeze of morning,female
Suda,صدى,"Happy, lucky",female
Sudainah,سدنة,Sudainah is an Arabic name for girls that means maintainer of the Kaaba. For more information see Sudain.,female
Sudaiqah,صديقه,"Sudaiqah is an Arabic name for girls that means truthful, sincere. It also means good deed.",female
Sudi,سودي,She was a narrator of Hadith,female
Sudur,صدور,Sudur is an Arabic name for boys and girls that means hearts. Its literal meaning is chests. It is used 34 times in the Quran.,female
Suffah,سفاح,"Suffah is an Arabic name for girls that means courtyard, square, plaza. It was the name of a place in the city of Medina where the the poor and migrants from Mecca took refuge and the Prophet (peace and blessings of Allah upon him) would look after them.",female
Sufia,صوفيا,"Intelligence, sharpness, A Person Who Follows Sufism - Clean Heart.",female
Sufiya,صوفيا,"A mystic, someone believing in Sufi.",female
Sughra,صغرى,"Small, slender, tender.",female
Sughraa,صغرى,"Small, slender, tender.",female
Sugra,صغرى,"Very small, Minor, Young, Tender",female
Suha,سهى,"Name of a star, Dim star in Ursa Minor.",female
Suhad,سهاد,"Suhad is an Arabic name for girls that means to stay up the night, insomnia.",female
Suhaibah,سحابه,Suhaibah is an Arabic name for girls that means one who has reddish-brown hair.,female
Suhaila,سهيلة,"Smooth, Canopus.",female
Suhailaa,سهيلا,"Suhailaa is an Arabic name for girls that means soft, lenient, gentle. It is a variant of Suhailah.",female
Suhailah,سهيله,"Smooth, soft, fluent, flowing",female
Suhaima,سهما,Small arrow.,female
Suhaimah,زحمه,Small arrow,female
Tahleem,تحلم,"Ornament, beauty.",female
Tahlibah,تحلبة,"Loyal, honest",female
Tahmeed,تحميض,"Praise, appreciation, recitation of good will.",female
Tahmina,تحمينا,Wife of the famous Persian hero Rustam and mother of Sohrab.,female
Tahmineh,تحمينه,"Tahmineh is a Persian name for girls that means powerful, strong. In the Shahnameh epic, Tahmineh is the name of the wife of Rustam and mother of Sohrab.",female
Tahniat,تهنئة,Congratulations,female
Tahreem,تحريم,"Respectful, Respected",female
Tahrir,تحرير,"Tahrir is an Arabic name for boys and girls that means liberation, to free someone/something.",female
Tahseen,تحسين,"Acclaim, appreciation",female
Tahseenah,تحسينه,Acclaim,female
Tahsin,تحصين,"Adornment, ornament, decoration, embellishment, betterment.",female
Tahzeeb,تهذيب,"Tahzeeb is an Arabic name for boys and girls that means purification, refinement, rectification, edification.",female
Taiba,تائبة,"One who refrains from evil-doings, repentant, fem. of Taib.",female
Taibah,طيبه,Repentant,female
Taidah,تعيده,"Taidah is an Arabic name for girls that means kindness, compassion. It is also the name of a village in Egypt.",female
Taihaa,طيها,Taihaa is an indirect Quranic name for girls that means so vast that you can get lost in it. Taihaa is derived from the T-Y-H26 root which is used in verse 5:26 of the Quran.,female
Taima,تيما,Oasis in Northwest Arabia.,female
Tajallah,تجعله,Beautiful and Radiant,female
Tajdar,تجدر,"Ruler, king, emperor, royal member.",female
Tajmeel,تجميل,"Decoration, beauty, show.",female
Tajweed,تجويد,"Praise of Allah, hymn.",female
Takiyah,طاقيه,"Pious, righteous",female
Takreem,تكريم,"Arabic for to honor, to respect, to treat with grace.",female
Tala,تالا,"Little palm tree, star",female
Talaah,تلاه,"Talaah is an Arabic name for girls that means countenance, aspect, face.",female
Talaat,تلات,Apearance of sun,female
Talah,تلاه,Young palm tree,female
Talbashah,تلبسهة,A narrator of Hadith,female
Talhah,طلحه,Kind of tree,female
Tali,تالي,"Rising, Ascending, Going up",female
Sartor,سارتر,Bear Headed.,male
Sarvar,سرفر,"Sarvar is a Persian name for boys that means chief, leader, man in charge, respected and highly regarded man.",male
Sarwar,سرور,"Leader, chief, master, Joy, Delight",male
Sarwat,ثروات,"Wealth, Fortune, riches.",male
Satal,سطل,"Satal is an Arabic name for boys that refers to a type of mountain bird, an eagle or something similar to it.",male
Sati,ساتي,"Shining, bright",male
Satih,سطح,"Another name for Allah, preacher",male
Sattar,ستار,"Veiler (of sin). Al-Sattar, the veiler of sin: one of the names of Allah.",male
Satwat,سطوة,"Power, Authority, Majesty",male
Saubaan,ثوبان,"Name of a man, Two cloths",male
Sauban,ثوبان,Two garments.,male
Saud,سعود,"Fortunate, pious, auspicious, prosperous.",male
Saulat,صلاة,"Pomp, dignity, majesty.",male
Sauud,سعود,Happy,male
Savak,سفك,Savak is a Persian name for boys that means gentleness.,male
Saviz,زفز,"Saviz is a Persian name for boys that means well-mannered, friendly, amicable.",male
Sawaab,صواب,Reward,male
Sawab,صواب,"Sawab is an Arabic name for boys and girls that means reward. If pronounced with emphasis on the first syllable, the meaning becomes one who repents often, one who returns to God often.",male
Sawad,سواد,"Blackness, Skill",male
Sawahil,سواحل,"Sawahil is an Arabic name for boys that means coasts, shores, river banks. It is a plural of Sahil.",male
Sawalan,سولا,"Sawalan is an Arabic name for boys that means ascendancy, domination, power.",male
Sawdan,سودان,"Sawdan is an Arabic name for boys that means great, glorious, magnificent.",male
Sawin,سوين,"Sawin is an Arabic name for boys that means protector, guardian, maintainer.",male
Sawlat,صولات,"Influence, commanding, personality, awe",male
Sawni,سوني,"Sawni is an Arabic name for boys that means protector, maintainer.",male
Sawrat,صورة,"Sawrat is an Arabic name for boys and girls that means revolution, uprising, great excitement.",male
Sawsan,سوسن,Lily of the valley.,male
Sawwaaf,سواف,Wool merchant.,male
Sawwaf,سوف,"Wool Stapler, Wool Dealer",male
Sawwan,صوان,"Sawwan is an Arabic name for boys that means protector. It also means quartz, a type of rock.",male
Pelabo,بلعبه,Lightning.,male
Pervaiz,برفيز,"Breeze, Victorious, fortunate, happy.",male
Perzo,برزه,"Deserving, well wishing.",male
Pir,بير,"Saint, spiritual guide, wise.",male
Pirzada,برذاذ,"A son of pir (Sufi), a souvenir of leader.",male
Purdil,بورديل,"Brave, fearless.",male
Qaabeel,قابيل,Famous son of Adam (Adam) Alayhe salam.,male
Qaadir,قادر,"Powerful, mighty,an attribute applied to Allah Almighty. Name, Abdul Qaadir.",male
Qaaid,قايد,"Qaaid is an Arabic name for boys that means leader, chief.",male
Qaailah,قايله,Name of a Sahabiyyah(RA).,male
Qaaim,قايم,"Standing person, steadfast.",male
Qaanay,قاني,"Satisfied, Contended",male
Qaani,قاني,"Satisfied, contented.",male
Qaanit,قانية,"Satisfied,contented.",male
Qaari,قاري,Reciter (of the Holy Quran),male
Qaasim,قاسم,"One who distributes,name of the beloved son of Rasoolullah Sallallaahu-alayhi-wasallam,also his attribute.",male
Qaayed,قايد,leader,male
Qaazi,قاز,"(Qaadi) Judge,Justice.",male
Qabbaab,قباب,Lion,male
Qabeel,قبيل,Son of Sayyidina Aadam,male
Qabid,قبض,The ConstrictorA Name for Allah,male
Qabil,قابل,Son of Adam.,male
Qabilaa,قبيلة,"Qabilaa is an Arabic name for boys that means accepter, approver. It is a variant of Qabilah.",male
Qabis,قبيس,"Intelligent, Educated and Intellectual | Wise, Wisdom and Decisiveness",male
Qabiz,قبيز,One of the ninety,male
Qablan,قبلان,"Qablan is an Arabic name for boys that means advancer, accepter.",male
Qabool,قبول,"Accepted, accreditec",male
Qabus,قابوس,Handsome,male
Qadar,قادر,Divine destiny,male
Qaddar,قادر,"Qaddar is an Arabic name for boys that means arranger, organizer.",male
Samer,سامر,The guy who chats at night,male
Samh,سامح,"Samh is an Arabic name for boys that means leniency, pardon, forgiveness.",male
Samhaan,سمحان,"Samhaan is an Arabic name for boys that means forgiving, lenient, generous.",male
Samhari,زمهري,A hard spear,male
Samhun,سمحون,"Samhun is an Arabic name for boys that means lenient, forgiving. It is a pet form of Sammah.",male
Sami,سامي,"Hearing, listening. Al-Sami, the All-Hearing: one of the names of Allah.",male
Samiar,سمير,"Samiar is a Persian name for boys that means wealthy, literally meaning one who has gold and silver coins.",male
Samid,سميد,"Samid is an Arabic name for boys that means firm, steadfast, unfaltering, impervious.",male
Samih,سميح,Forgiver,male
Samihi,ساميه,"Samihi is an Arabic name for boys that means lenient, forgiving.",male
Samiih,ساميه,"Open heart, Generous, Forgiving",male
Samiir,سمير,A friend to talk at night,male
Samik,سميك,"High Status, Exalted, Sublime and Superb",male
Samil,سميل,Peacemaker,male
Samim,صميم,"Sincere, genuine, pure, true, essence, heart.",male
Samin,سمين,"Valuable, precious, priceless.",male
Samiq,سامق,"Another name for God, exalted, tall",male
Samir,سمير,Entertaining companion,male
Samit,سميت,Quiet,male
Saml,صامل,"Saml is an Arabic name for boys that means perseverance, endurance.",male
Sammad,صامد,"Sammad is an Arabic name for boys that means firm of will, strong in determination, persevering, steadfast.",male
Sammak,سمك,Abu al-Abbas Muhammad Ibn Sabih had this name.,male
Samman,سمان,Grocer,male
Sammar,سامر,Sammar is an Arabic name for boys that means one who continues conversation long into the night. It is an emphasized form of Saamer.,male
Samood,صمود,"Samood is an Arabic name for boys that means firm of will, strong in determination, persevering, steadfast.",male
Samooh,سموه,"Samooh is an Arabic name for boys that means lenient, forgiving, pardoning.",male
Samoor,سمور,Samoor is an Arabic name for boys that means conversation that stretches into the night.,male
Samran,سمران,"Samran is an Arabic name for boys that means one who continues conversation long into the night (figuratively meaning good friend), one who has olive-colored skin.",male
Samsaam,صمصام,"Sword, Name, Samsaamuddin.Name of a Sahabi who took part in the battle of Badr.",male
Samshad,سيمسحد,"Long, Beautiful Tree",male
Tabandeh,تبنده,"Tabandeh is a Persian name for girls that means brilliant, shining, luminous.",female
Tabani,تبني,Light,female
Tabarruk,تبارك,"Tabarruk is an Arabic name for boys and girls that means to become blessed, to be raised in status.",female
Tabassum,تبسم,Smiling.,female
Tabasumm,تبسم,Sweet smile,female
Tabeedah,تعبده,"Complex, zigzag, curling.",female
Tabeen,تبين,"Followers, those who believe, fans.",female
Tabeer,تعبير,Result of deeds.,female
Tabiah,تبيه,"Tabiah is an Arabic name for girls that means follower, successor.",female
Tabina,تبينا,"Enlighting, sparkling.",female
Tabinda,تبيندا,"Bright, shining",female
Tabith,تبعث,Tabith is an Aramaic name for boys and girls that means gazelle. Aramaic is an ancient language that was used in the ancient empires that ruled the areas of modern Iraq and Syria.,female
Tafheem,تفهيم,"Undersanding, knowledge, know-how.",female
Tafida,تفيد,Paradise egyptian name,female
Taflah,طفله,"Taflah is an Arabic name for girls that means soft and delicate, gentle.",female
Tafli,طفلي,"Tafli is an Arabic name for boys and girls means soft and delicate, gentle.",female
Taghrid,تغريد,Singing as a bird,female
Tahani,تهاني,"Tahani is an Arabic name for boys and girls that means congratulations, to congratulate someone for something good that has happened to them.",female
Taheera,طاهرة,Taheeraطاهرة,female
Taheerah,طاهره,"Taheerah is an Arabic name for girls that means pure, without blemish or fault, figuratively it means innocent, virtuous, chaste.",female
Tahera,طاهرة,"Pure, chaste",female
Tahfeem,تحفيم,Beautiful,female
Tahillah,تحلله,"Tahillah is an Arabic name for girls that means happiness, gladness. It also means appearance of the crescent moon.",female
Tahira,طاهرة,"Holy, Pure",female
Tahirah,طاهره,"Pure, chaste",female
Tahiya,تحية,"Greeting, salutation, cheer",female
Tahiyah,تحييه,Greeting,female
Tahiyat,تحية,Greetings,female
Tahiyyah,تحييه,"Greeting,Cheer",female
Tahkeem,تحكيم,"Power, rule.",female
Shujana,شجنا,"Brave, strong",female
Shujayaah,شجية,"Shujayaah is an Arabic name for girls that means brave, strong, courageous.",female
Shukrah,شكره,Thankfulness,female
Shukranah,شكرنة,"Shukranah is a Persian name for girls that means gratitude, words of gratitude, words and acts done in appreciation of a kindness received.",female
Shukria,شكرا,Thank you,female
Shukriya,شكريا,Variant transcription of SHUKRIYYA,female
Shukriyah,شكريه,Of thanks,female
Shukriyya,شكريا,Feminine form of SHUKRI,female
Shula,سهولة,flame in Arabic.,female
Shulaikhah,شلاخة,"Shulaikhah is an Arabic name for girls that means root, origin. It also means good-looking.",female
Shumaila,شميلة,Beautiful face,female
Shumaisiya,شمسية,Town in Makkah where the pilgrims used to dorn their ehrams,female
Shumaylah,شميلة,"The first woman in Islam who wore coloured garments was shumaylah, wife of al-Abbas and she was also the first to prepare perfume.",female
Shumaysah,شميسة,"She was a narrator of Hadith, daughter of Aziz al-Atakiyah.",female
Shuqairaa,شقراء,"Shuqairaa is an Arabic name for girls that means blonde, fair-skinned.",female
Shuqra,شقرا,"fair-complexioned, blonde",female
Shuqrah,شقره,"Shuqrah is an Arabic name for girls that means blondness, fairness of the skin.",female
Shuqriyyah,شقرية,"Shuqriyyah is an Arabic name for girls that means blonde, fair-skinned.",female
Shuqur,شقور,"Shuqur is an Arabic name for boys and girls that means blondness, fairness of the skin.",female
Shuraa,شراء,"Shura is an Arabic name for boys and girls that means consultation, council. It is the name of chapter 42 of the Quran. It can also be a phonetic variant of Shurah, in which case it means view, honeycomb cell.",female
Shurafa,شرفة,Noble,female
Shurafaa,شرفاء,"Shurafaa is an Arabic name for girls that means honorable, high in status.",female
Shurah,شرح,"Shurah is an Arabic name for girls that means extreme beauty, beauty that amazes.",female
Shurooq,شروق,"Dawn, Sunrise",female
Shuruq,شروق,Shuruq is an Arabic name for boys and girls that means sunrise.,female
Shuwaihah,شوهة,Shuwaihah is an Arabic name for girls that refers to a group of plants known as Artemisia in English among which are sagebrush and tarragon.,female
Shyreen,شيرين,Referring to saafa and marwa,female
Siaad,صياد,"Siaad is an Arabic name for girls that means to help, to support, to aid.",female
Siba,صعبة,"Siba is an indirect Quranic name for boys and girls that means emotion, enthusiasm, youthfulness, childhood. It is derived from the SAD-B-B Quranic root, which has various meanings, such as softness, youthfulness and pouring of water.",female
Sibaal,سبال,Eyes with long lashes.,female
Shafeeq,شفيق,"Kind, compassionate, tender",male
Shafi,شافي,"Mediator, The healer, attributive name of Allah.",male
Shafin,شافن,He who cures,male
Shafiq,شفيق,"Affectionate, compassionate, tender, kind-hearted friend, warm-hearted.",male
Shafiulla,شفلي,Compassionate of Allah or Purity of Allah,male
Shafqat,شفقة,"Affection, Compassion, pity, kindness, tenderness.",male
Shafwan,شافوا,"Big rock with smooth surface, Clear/ transparent, Sincere,",male
Shaghaaf,شغاف,Shaghaaf is an Arabic name for boys that means strongly in love.,male
Shaghf,شغف,"Shaghf is an Arabic name for boys and girls that means strong, passionate love.",male
Shah,شاه,"King, emperor. Title assumed by fakirs i.e. mystics.",male
Shah-alam,شحالم,King of the world.,male
Shah-jahan,شهجها,King of the world.,male
Shah-nawaz,شاحناوز,Friend of king.,male
Shahab,شهاب,"Flame, brightness of flame, meteor, man of experience, Bright red colour.",male
Shahada,شهادة,Shadaha is an Arabic name for boys and girls that means martyrdom. It can also mean testimony.,male
Shahadat,شهادة,"Witness, Testimony, evidence, fundamental belief in Islam.",male
Shahalad,شحالد,Joy,male
Shahan,شحن,"Kings, pl. of Shah, king.",male
Shahan-shah,شاهنشاه,King of kings.,male
Shaharyar,شهريار,King,male
Shahbaaz,شهباز,"King of Falcon , White Falcon",male
Shahbaz,شاحبز,"Royal falcon, royal, generous, noble.",male
Shahd,شهد,"Honey, honeycomb",male
Shahdad,شاهدد,"Shahdad is a Persian name for boys that means created by God, gift from God.",male
Shaheeb,شهيب,Shaheeb is an Arabic name for boys that means gray-colored.,male
Shaheed,شهيد,"Present, witness, martyr in the cause of Islam and as such held in very high esteem and honour.",male
Shaheem,شحيم,Intelligent,male
Shaheen,شاهين,"Royal white falcon, the needle of the beam of scales.",male
Shaheer,شهير,Well-Known,male
Shahib,شهيب,"Friend, Pal, Owner",male
Shaima,شيما,"Good natured, Daughter of Halima, the wet nurse of the Prophet Muhammad.",female
Shaina,شئنا,Beautiful,female
Shaiqah,شيقه,Shaiqah is an Arabic name for girls that means extremely beautiful.,female
Shaira,شاعرة,"Poetess, endowed with deep insight or intuition, fem. of Shair.",female
Shairah,شيره,Poetess,female
Shaista,شستا,"Gentle, obedient",female
Shaistah,شستة,"Polite, Courteous",female
Shajaa,شجى,"Shajaa is an Arabic name for girls that means brave, strong, courageous.",female
Shajarah,شجره,"Tree, This was the name of a famous queen of Islam, she was Shajarah al-Durr, and known as Umm Khaleel al-Salihiyah.",female
Shajeea,شجية,"Courageous, bold, brave, fem. of Shaji.",female
Shajeeah,شجية,Brave,female
Shaju,شجو,Queen,female
Shakarnaz,شكرناز,Sugar,female
Shakeeba,شكيب,Patience,female
Shakeela,شكلا,"Pretty, beautiful",female
Shakeelah,شكله,"Comely, beautiful, well formed, well shaped",female
Shakiba,شكيب,"Shakiba is a Persian name for girls that means patient, enduring.",female
Shakila,شكلا,"Pretty, Well formed, beautiful, fem. of Shakil.",female
Shakira,شاكرة,"Thankful, grateful, contented, fem. of Shakir.",female
Shakirah,شاكره,Thankful,female
Shakirat,شاكرة,"Shakirat is the Turkish form of the Arabic name Shakirah which means thankful, appreciative. It is used for boys and girls.",female
Shakiriyyah,شكريه,"Shakiriyyah is an Arabic name for girls that means thankful, appreciative.",female
Shakkarah,شكره,"Shakkarah is an Arabic name for girls that means thankful, one who thanks God often.",female
Shakufa,شقفة,"Blossom, opening bud.",female
Shakura,شكرا,"Thankful, grateful, fem. of Shakur.",female
Shakurah,شكره,"Grateful, very thankful",female
Shala,شلة,"Having grey eyes with shade of red, species of naciss",female
Shalal,شلل,Shalal is an Arabic name for girls that means waterfall.,female
Shalimar,شاليمار,Beautiful & Strong,female
Shalina,سحالينا,Courteous,female
Razam,رزم,Lion,male
Razan,رزان,"Sensibility and Respect, Balanced and Modesty, wise man",male
Razeem,رزم,Razeem is an Arabic name for boys that means lions roar.,male
Razeen,رزين,"Sedate, Slemn, Grave, Sober-Minded",male
Razhan,رزها,"Razhan is a Persian name for boys that means sleep, to rock a crib.",male
Razi,رازي,"Satisfied, contended, pleased.",male
Razi-ur-rahman,رذررهما,Pleasure of the Beneficent,male
Raziin,رزين,"Polite, Heavy, Calm, Tough",male
Razik,رزيق,The brave one,male
Razin,رزين,"Calm, composed, self-possessed, Subtle.",male
Raziq,رزيق,"Another name for Allah, cherisher , Sustainer",male
Razni,رازن,"Razni is an Arabic name for boys that means dignified, composed.",male
Razwan,رزون,"Razwan is an Arabic name for boys that means preferred, chosen, selected, desired.",male
Razzaaq,رزاق,Allah,male
Razzak,رزق,Rizzaq Dene Wala,male
Razzaq,رزق,"Provider. Al-Razzaq, the All-provider, one of the names of Allah.",male
Reda,رضا,"(in god's) favor, contentment, satisfaction",male
Redouane,رضوان,satisfaction,male
Rehab,رحاب,"Rehab is an indirect Quranic name for boys and girls that means vast, spacious, open-minded, generous. It is derived from the R-H6-B Quranic root.",male
Rehan,رهن,Scented,male
Rehma,رحمة,The loving,male
Rehman,رحمن,Kind hearted,male
Rehmat,رحمة,Kind,male
Rehmath,رحمته,Mercy,male
Rejab,رجب,"Almighty, Name of a month",male
Resa,رسا,"Resa is a Persian name for boys that means eloquent, wise, well-guided.",male
Reshteen,رشت,Truthful.,male
Reyhan,ريحان,"Sweet basil, Favored by god",male
Reza,رزة,"Contentment, satisfaction, pleasure, approval, consent, Wish",male
Rezaul-karim,رزلكرم,Satisfaction of the most Generous (Allah).,male
Qawi,قوي,"Strong, powerful, firm",male
Qawiyy,قوي,"Strong, powerful,firm,an attribute of Allah Almighty. Name, abdul Quaawiyy.",male
Qays,قيس,Firm,male
Qayyam,قييم,"Another name for God, immortal",male
Qayyim,قييم,Another name for the Quran,male
Qayyum,قييم,"Eternal, everlasting.",male
Qazafi,قذافي,One who lives in vast forest.,male
Qazi,قزي,"Judge, justice.",male
Qazim,قزم,The one who imprison his anger,male
Qiblah,قبله,"Qiblah is an Arabic name for boys and girls that means direction, especially the direction of the Kaaba in Mecca, Saudi Arabia, which the Muslims face during formal prayer.",male
Qindil,قنديل,"Qindil is an Arabic name for boys and girls that means oil lamp, a lamp that burns oil, such as olive oil, to give off light.",male
Qirni,قرني,"Qirni is an Arabic name for boys that means capable, able.",male
Qirtas,قرطاس,"Qirtas is an Arabic name for boys that menas paper, sheet of paper, roll of parchment.",male
Qismat,قسمت,"Fate, destiny.",male
Qiwam,قيوم,"Support, prop.",male
Qiwamuddin,قيومدن,Support of the religion (Islam),male
Qiyam,قييم,"Qiyam is an Arabic name for boys and girls that means to stand up late at night to pray. The word is used in many places in the Quran, such as 25:64.There is another Arabic word Qiyam which means values, a persons principles or standards and what he/she consider important in life.",male
Qobad,قبض,Qobad is a Persian name for boys that means beloved king.,male
Quadir,قدير,Strong,male
Quaid,قواعد,"Leader, General",male
Quasim,قسم,Judge,male
Quba,قبة,"Quba is an Arabic name for boys and girls that is the name of a place in the city of Medina where the first mosque of Islam was built. The mosque itself is known as Quba Mosque. The meaning of the word may be that which is built up, that which has been erected, from the word Qabaa (he built).",male
Qudaiman,قديما,"Qudaiman is an Arabic name for boys that means brave, bold, courageous.",male
Qudair,قدير,"Qudair is an Arabic name for boys that means decree, reckoning, judgment. It is the diminutive form of Qadar.",male
Qudamah,قدمه,Courageous,male
Quddoos,قدوس,"Holy, most, pure",male
Qudoos,قدوس,Most holy,male
Qudrat,قدرات,"Power, might, strength.",male
Qudratullah,قدراتلله,Power of Allah.,male
Quds,قدس,"Holiness, sanctity.",male
Tutia,توتي,"Tutia is a Persian word that means zinc (a chemical element) in its oxide form. It is also Persian for Echinus, which is a genus of sea urchins.",female
Ubaab,عباب,"Waves, heavy rain",female
Ubab,عباب,"Waves, heavy rain.",female
Ubah,أباه,Flower,female
Ubaida,عبيده,"Servant of Allah, worshiper of Allah",female
Ubayaa,أبيا,Ubayaa is an Arabic name for girls that means beautiful.,female
Ubayaat,أبيات,Ubayaat is an Arabic name for girls that means beautiful.,female
Udaina,أدينا,"Udaina is an indirect Quranic name for girls that means little Adan (little Eden). Adan means place of everlasting bliss. It is derived from the AIN-D-N root which is used in many places in the Quran. BLANKENTER Udaina is also a name for boys if taken from the A-DHAL-N root, with meanings of listener, obedient.",female
Udaysah,أديسة,"This was the name of the narrator of Hadith, daughter of Ahban al-Ghifariyah.",female
Udoola,عدولا,Justified.,female
Ufairah,أفراح,Ufairah is an indirect Quranic name for girls that refers to a type of gazelle. .,female
Ugay,أجي,Kind of Necklace.,female
Ugbaad,جبد,Roses,female
Uhaidah,عهده,"Uhaidah is an Arabic name for girls that means covenant, promise.",female
Uhayra,وحيرة,Courage,female
Uhee,أهي,"Soul, A flower who touches heart",female
Uhud,أحد,"Uhud is an indirect Quranic name for boys that is the name of a mountain near the city of Madina in Saudi Arabia, which was the site of the second major battle in Islamic history. The word Uhud is derived from the A-H6-D root (one, single), but the meaning of Uhud itself is unclear.",female
Ujala,عجلة,Light of the universe,female
Ula,على,"Uppermost, highest, High rank, prestige, glory.",female
Ulema,علما,Intelligent one,female
Ulfah,ألفه,"Harmony, intimacy, Friendship, Familiar, love.",female
Ulfat,ألفت,"Love, Affection, Familiarity, Intimacy",female
Ulwiyat,أولويات,Sublimity,female
Ulya,عليا,"Noble, Elevated, Exulted, sublime, elevated, lofty, high, a women of highest social standing. class of people who live in Illiyyeen, those who have the highest rank in Paradise.",female
Umaima,أميمة,"Umaima is an indirect Quranic name for girls that comes from Umm (mother). It means little Umm, i.e. little mother, a loving nickname for a little girl, suggesting that one day she will grow up and be a mother. It is derived from the A-M-M root which is used in many places in the Quran.",female
Umaimah,أميمة,"Diminutive of Umm, mother. Name of Sahabiyah (RA).",female
Umaira,أميرة,"Living a long life, living long.",female
Umairah,أميره,She was the daughter of Alqamah.,female
Umaiza,أميز,"Adorable, Bright, Beautiful, Soft Hearted, One having good qualities.",female
Umama,أمامة,Proper name. Name of grand daughter of the Prophet Muhammad.,female
Thuwaybah,ثويبة,Name of one of the wet-nurses of the Prophet SAW,female
Tibah,طيبه,"Goodness, kindness",female
Tibhaj,تبهج,"Tibhaj is an Arabic name for boys and girls that means beauty, radiance and glow of the face, joyfulness.",female
Tibrah,تعبره,"Tibrah is an Arabic name for girls that means gold ore, silver ore, gold lumps.",female
Tina,تينا,Clay,female
Tinat,طينة,"Tinat is an Arabic name for girls that means figs, the plural of Tinah (one fig), the explicit singular of Tin (fig).",female
Tinjal,تنجل,"Tinjal is an Arabic name for boys and girls that means wideness and beauty of the eyes. It also means when the earth becomes green, such as it happens in the spring.",female
Tirana,طيران,"Song, anthem.",female
Tirhab,ترحب,"Tirhab is an Arabic name for boys and girls that means vastness, spaciousness, relaxed-ness. It also means to welcome.",female
Tisha,تعيش,"One who is active, lively",female
Tiyam,تيم,"Tiyam is a Luri (Kurdish/Persian) word that means darling, beloved. Its literal meaning is my eyes, used with the meaning of you are as dear to me as my own eyes.",female
Tiymah,طعيمه,Tiymah is an Arabic name for girls that means beautiful.,female
Tooba,توبة,Good news,female
Toshana,تشان,Lover of life,female
Toufika,توفيق,"Divine help or guidance, enabling, inner motivation",female
Trana,ترانا,"Melody, song.",female
Tuba,توبة,The name of a tree in heaven,female
Tubaa,توبا,"Blessedness, beatitude.",female
Tubassum,تبسم,Smile,female
Tufan,طوفان,"Tufan is an Arabic name for boys and girls that means flood, cataclysm, deluge, inundation, overflow.",female
Tufaylah,تفعيله,This was the name of the freed slave of al-Waleed bin Abdullah,female
Tuhfa,تحفة,"Gift, present.",female
Tulayhah,طليحة,She was a narrator of Hadith,female
Tuqa,طوقا,Heedfulness of God.,female
Tuqaa,تقاء,Heedfulness of God,female
Turaifah,طريفه,"Turaifah is an Arabic name for girls that means blessing, good thing, luxury.",female
Turan,توران,Brave.,female
Turas,تراث,Turas is an Arabic name for boys and girls that means inheritance. The word Turas/Turath is used in the Quran in verse 89:19.,female
Turfa,طرفة,"Rarity, rare object, novelty.",female
Turfah,تعرفه,"Turfah is an Arabic name for girls that means blessings, good things of life, luxuries.",female
Umamah,أمامه,"Proper name, young mother, name of the Prophet's granddaughter.",female
Umara,عمارة,"Umara is an indirect Quranic name for boys and girls. It is an ancient Arabic name, for this reason its meaning is not perfectly determinate, but its root is Ain-M-R, which has meanings of to build, to maintain, to tend to, to enliven, to inhabit, to settle in, which is used in many places in the Quran.",female
Umarah,عمره,"Habitation, Old Arabic name",female
Umayma,أميمة,Little mother.,female
Umaymah,أميمة,Young mother,female
Umaynah,أمينه,Daughter of Anas bin Malik. She had this name and had narrated Hadith.,female
Umayrah,أميره,She was the daughter of Alqamah,female
Umayyah,أمايه,"Famous Arabian tribe, A narrator of hadith",female
Umm,أم,"Mother, Used as an attributive, to make a compound of which the first part is Umm.",female
Umm-e-kulsum,مقولصم,"Daughter of the Prophet Muhammad, married to Khalifa Usman (uthman) after the death of her sister Ruqayya.",female
Umm-kalthum,مقالتهم,Name of the Prophets daughter,female
Umm-kulthum,مقولتهم,One with round face,female
Umm-sulaim,ومسلم,Name of a Sahabiyah RA.,female
Ummah,أمه,"Ummah is an Arabic name for girls that means nation, community. It is used 52 times in the Quran.",female
Ummaiman,أماما,Blessed,female
Ummayyah,أممية,She was a narrator of Hadith,female
